# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.855277482984092785e-08 1.000000000000000000e+00 4.712838307023048401e-02 9.855277482984092785e-08 1.000000000000000000e+00 4.712838307023048401e-02
1.000000000000000000e+03 1.781178616511169821e-05 5.383643753020805889e-09 4.582744850267772563e-09 1.781178616511169821e-05 5.383643753020805889e-09 4.582744850267772563e-09
1.000000000000000000e+03 1.781178616511169821e-05 5.383643753020805889e-09 4.582744850267772563e-09 1.781178616511169821e-05 5.383643753020805889e-09 4.582744850267772563e-09
2.000000000000000000e+03 9.446254807699006051e-06 1.716049524702611961e-09 1.521586190378343417e-09 9.446254807699006051e-06 1.716049524702611961e-09 1.521586190378343417e-09
2.000000000000000000e+03 9.446254807699006051e-06 1.716049524702611961e-09 1.521586190378343417e-09 9.446254807699006051e-06 1.716049524702611961e-09 1.521586190378343417e-09
3.000000000000000000e+03 4.780657036462798715e-06 5.211440168295666808e-10 4.064768244216310222e-10 4.780657036462798715e-06 5.211440168295666808e-10 4.064768244216310222e-10
3.000000000000000000e+03 4.780657036462798715e-06 5.211440168295666808e-10 4.064768244216310222e-10 4.780657036462798715e-06 5.211440168295666808e-10 4.064768244216310222e-10
4.000000000000000000e+03 2.491392478987108916e-06 1.522302284229226643e-10 1.281686007326143795e-10 2.491392478987108916e-06 1.522302284229226643e-10 1.281686007326143795e-10
4.000000000000000000e+03 2.491392478987108916e-06 1.522302284229226643e-10 1.281686007326143795e-10 2.491392478987108916e-06 1.522302284229226643e-10 1.281686007326143795e-10
5.000000000000000000e+03 2.927152763732010499e-06 5.270536007628834341e-09 6.699823416056460701e-07 2.927152763732010499e-06 5.270536007628834341e-09 6.699823416056460701e-07
5.000000000000000000e+03 2.927152763732010499e-06 5.270536007628834341e-09 6.699823416056460701e-07 2.927152763732010499e-06 5.270536007628834341e-09 6.699823416056460701e-07
6.000000000000000000e+03 2.354054004172212444e-06 5.581354116657166742e-07 3.248185967095196247e-04 2.354054004172212444e-06 5.581354116657166742e-07 3.248185967095196247e-04
6.000000000000000000e+03 2.354054004172212444e-06 5.581354116657166742e-07 3.248185967095196247e-04 2.354054004172212444e-06 5.581354116657166742e-07 3.248185967095196247e-04
7.000000000000000000e+03 1.932637132995296270e-06 7.452314321199082769e-10 3.487511390787290111e-10 1.932637132995296270e-06 7.452314321199082769e-10 3.487511390787290111e-10
7.000000000000000000e+03 1.932637132995296270e-06 7.452314321199082769e-10 3.487511390787290111e-10 1.932637132995296270e-06 7.452314321199082769e-10 3.487511390787290111e-10
8.000000000000000000e+03 2.033838427450973541e-06 1.053480502832826460e-08 1.266045046577346511e-08 2.033838427450973541e-06 1.053480502832826460e-08 1.266045046577346511e-08
8.000000000000000000e+03 2.033838427450973541e-06 1.053480502832826460e-08 1.266045046577346511e-08 2.033838427450973541e-06 1.053480502832826460e-08 1.266045046577346511e-08
9.000000000000000000e+03 3.070726052101235837e-06 2.413788206467870623e-05 4.165085556451231241e-04 3.070726052101235837e-06 2.413788206467870623e-05 4.165085556451231241e-04
9.000000000000000000e+03 3.070726052101235837e-06 2.413788206467870623e-05 4.165085556451231241e-04 3.070726052101235837e-06 2.413788206467870623e-05 4.165085556451231241e-04
1.000000000000000000e+04 2.704839516809443012e-06 2.701426637941040099e-09 5.135377432452514768e-05 2.704839516809443012e-06 2.701426637941040099e-09 5.135377432452514768e-05
